Account	Block	Ccy	#	Amount	Ethers	Old Token Balance	New Token Balance
0x5b0733b9adb031c580493b88cdd52f761c195da0	3638483	ETH	266	5	5	500	500
0x01bfc509de98638cb2c59d7c0f381f3c75738888	3638483	ETH	267	1	1	100	100
0x8bdb8d9029daa506b67720aff9f20f2f781ffb92	3638483	ETH	268	0.04958	0.04958	404.358	404.358
0xc4551f2a5fba4f30b995bc2a58d699d931486b9a	3638483	ETH	269	10	10	1000	1000
0xc7730a464c137ecc71a83363cfcef348cbab530a	3638483	ETH	270	28.5552622290000001	28.5552622290000001	2855.5262229	2855.5262229
0x2c21e83a76b2dea9fb85885257eb1ac3f82da450	3638483	ETH	271	6	6	2172	937.2
0x602b1ab37e395bdce25d69108505f31a50fefea1	3638483	ETH	272	20	20	5000	5000
0xf204c238e6f165c40e763fc62461596786a499eb	3638483	ETH	273	5	5	500	500
0x603b6dc09ed8f2cb767bc2e74d38ad9f42c19040	3638483	ETH	274	23.58752999	23.58752999	2358.752999	2358.752999
0xda81af77e5c222adb8dd0c47f394aeeec6fe74fb	3638483	ETH	275	2.005	2.005	200.5	200.5
0x97027e5029900a636c2abd800237b638e0c95cad	3638483	ETH	276	2	2	200	200
0xc4d0fec52cb7f395e6365ad98ba1b3bdb54938ba	3638483	ETH	277	5	5	500	500
0xcc369efcda35691cab9aab0ac4ae87179a5b5567	3638483	ETH	278	8.159	8.159	815.9	815.9
0x4f652ab4e53c4043a8b344d76548fb0fb8ca220b	3638483	ETH	279	62.09134239	62.09134239	6209.134239	6209.134239
0x6bef3ec3c3ad7bfa08a71e93c636d55552cbd054	3638483	ETH	280	2	2	600	600
0x55a29d37ed5d80c2e73213dbf3d7d3c881c2c0c2	3638483	ETH	281	1	1	200	200
0x94e3f7017a0b9a5bdd5a8979e3c409d1f8629960	3638483	ETH	282	94	94	9400	9400
0xf00d06d6853ed056f856b264124d08089815cddf	3638483	ETH	283	50	50	7500	7500
0x1fb6fb61b90f06d2553b7eff422761bffa3937f8	3638484	ETH	284	3	3	3821.57333332	4159.51466666
0x5dd915d0414fc1936d06d187c3c69d743263ae02	3638484	ETH	285	50	50	17000	17000
0x11742c96847d1da49f2b15b9c34822918a0730fd	3638484	ETH	286	20	20	2000	2000
0x33d0edc9d1f0407ed7bdd0637de74cfdd24a56ee	3638484	ETH	287	350	350	111500	111500
0x58b1836f6d5b3124f6d67ad47014a12945835ef4	3638484	ETH	288	15.05	15.05	1505	1505
0xf5b61f96640e16234427223faaffde799cd200a2	3638484	ETH	289	39.969174377	39.969174377	3996.9174377	3996.9174377
0xe38cab6f620e598a081fdd7fcb08ad57a049cbe1	3638484	ETH	290	622	622	62200	62200
0x7ed1e469fcb3ee19c0366d829e291451be638e59	3638484	ETH	291	30.1	30.1	5199.832	5199.832
0xa80a4618c70a006d42dcdc5d2035e3795458ff44	3638484	ETH	292	14.522032804	14.522032804	1452.2032804	1452.2032804
0x86e5bbfc8c0d1271be2b418afb89d92ef656b5d1	3638484	ETH	293	1.99	1.99	199	199
0x949b82dfc04558bc4d3ca033a1b194915a3a3bee	3638484	ETH	294	6.914	6.914	800.41	800.41
0x12859d15287ffb63fcf4735ff6968b3579172ead	3638484	ETH	295	10	10	1000	1000
0x79fe5c48a45876d601cb8ba376245921d3970865	3638484	ETH	296	5	5	500	500
0x162e8d8ffda2cc86a8fb916c31fcc6dfebaf4f3b	3638484	ETH	297	20	20	2000	2000
0x39489809a429c2169dfa81d8d3225d41f3f848da	3638484	ETH	298	18.7	18.7	1870	1870
0x70efa94da6408adffd8fa3dc87d9ffcc6ce1e173	3638484	ETH	299	7.5	7.5	750	750
0x006c6af83451fd0a360d61e2c8a6f55fa82a5e2c	3638484	ETH	300	7	7	700	700
0x69380ceef4bff6a1e5fa1c1a57129b22932b5677	3638484	ETH	301	1.996	1.996	199.6	199.6
0x239365ffa933b5edbf62296b891cdc184e8e2f80	3638484	ETH	302	1	1	100	100
0x9b254339143a5a61c38b9c404ab8ee95cc24c9e0	3638484	ETH	303	10.92144337	10.92144337	1092.144337	1092.144337
0x8759b0b1d9cba80e3836228dfb982abaa2c48b97	3638485	ETH	304	5555	5555	555500	555500
0x362fbcb10662370a068fc2652602a2577937cce6	3638485	ETH	305	10	10	11000	11000
0xef94313ee24b2dd98f4333407fb88b3caa167d48	3638485	ETH	306	3	3	300	300
0x2dee5c97e1225a93433f73bad692f2fcc6236929	3638485	ETH	307	300	300	50900	50900
0x7c6003edeb99886e8d65b5a3af81cd82962266f6	3638485	ETH	308	1	1	100	100
0xdfdbcec1014b96da2158ca513e9c8d3b9af1c3d0	3638485	ETH	309	5	5	500	500
0x96a46e4d665d5114217668b5ff59619211b25a8f	3638485	ETH	310	5	5	500	500
0x1514c7018e9c82f9020cc0fcabd7d0625af2237b	3638485	ETH	311	5.86	5.86	586	586
0xa11ae6a37b2c7d386cd3cb1c8f2219fd916e36be	3638485	ETH	312	19.99	19.99	1999	1999
0x6ea8198b447d8e09f96416593fdd9faef88558af	3638487	ETH	313	86.105829147	86.105829147	8610.5829147	8610.5829147
0x290bb69507afa3ff7bb01334dff8a1ca7481e473	3638487	ETH	314	11	11	1100	1100
0x3dcc2478174006344f470baa026b95da822ad8f1	3638487	ETH	315	1.48335154	1.48335154	148.335154	148.335154
0xf68890c92021841abbffbcfc152e1b81d2b42792	3638487	ETH	316	348.2	348.2	34820	34820
0x7b16f5881a6529d7bf44114232276848fd182ea4	3638487	ETH	317	6.32598831	6.32598831	1265.4269768	1265.4269768
0x13754f77def077430ce37dff0b744d593571b29d	3638487	ETH	318	1.7	1.7	170	170
0xb91035e29d2321d1a10f58b7644bbc88686b7a4a	3638487	ETH	319	199.9916	199.9916	19999.16	19999.16
0x78c75d8dcfa9574a25716ee2b64e7af55fb6708e	3638487	ETH	320	0.1	0.1	10	10
0xdb9999945f1dcd548089cc406f762612ad65bd29	3638487	ETH	321	5	5	500	500
0xcd7f3bfcfe623ae2fa138a1328091bafccbbaa2b	3638487	ETH	322	30	30	3000	3000
0xa979ed273868d4769362a10256ef60be805e73d0	3638487	ETH	323	500	500	130000	130000
0x53edeb168a4bc57a92bb768519b568f02ff87d7e	3638487	ETH	324	32.8	32.8	3280	3280
0x05702fbee63a45415c63b5c4471081e5e5c8066f	3638488	ETH	325	40	40	4000	4000
0x7ed1e469fcb3ee19c0366d829e291451be638e59	3638488	ETH	326	6	6	5199.832	5199.832
0x19006ef9a48f9ea094cccba94559266d48feff06	3638488	ETH	327	15	15	1500	1500
0xc5d7345a18974ab0da7fa54ef0646b8b528fc980	3638488	ETH	328	0.4	0.4	40	40
0xed6d42dd1d479e535f4c39ad7430d5079e5eff5a	3638488	ETH	329	3	3	575.99999999	576
0x5332d152f7747743c7546d2cc8dbd030d63f6897	3638488	ETH	330	5.2	5.2	520	520
0xb1db89ec6e4d9ae456f1302885666631f99596c4	3638488	ETH	331	261.18157889	261.18157889	26118.157889	26118.157889
0x2d99b9b9afc29dc2cab888c1e7928c7b131e4656	3638488	ETH	332	15	15	1500	1500
0xf9855caefc899da057c81b0fab6ab88ebba65c6f	3638488	ETH	333	2	2	200	200
0xbe6c115965bdbb974cd776b8b216d3d214d72de9	3638488	ETH	334	80	80	16000	16000
0xf33ce1b180c7bbc4667f83f5ef2a37d67da71b5c	3638488	ETH	335	453.421	453.421	45342.1	45342.1
0xdad143e32bdc9f9380bda4dc6cb557fad4b082d1	3638488	ETH	336	2	2	200	200
0xb65b9339dc44e476cc59519dd7692dfcbf875377	3638488	ETH	337	6.75271	6.75271	675.271	675.271
0xfc7bc59f4c1fc6dd424529f1c9d48a62b649ad43	3638488	ETH	338	20	20	2000	2000
0xf4a772a9392deadcc9d4ad389a64f023f92f75b9	3638488	ETH	339	18.99394517	18.99394517	1899.394517	1899.394517
0x000ebb8b36ed2fa0533d54c7134cb423743fd0dd	3638488	ETH	340	0.95	0.95	95	95
0xff5e222631f4a8fbe2751fb8d9df3890fe8bf087	3638488	ETH	341	17	17	1700	1700
0xd321d44fecac9b8f1e34276dd34fc3072f52af30	3638488	ETH	342	15	15	1500	1500
0xa9ec9601ed55e2d20087ce09845cfd46c09dc4a2	3638488	ETH	343	29	29	2900	2900
0x9d8640679b366dd3426699cce6fba1269b4469f5	3638488	ETH	344	9	9	1495	1495
0x964a5cbf3b92a81108abe2494fbba3a13ee4f759	3638488	ETH	345	14	14	1450	1450
0x51c70c3545861eee2560b0478d1277249ae9389a	3638488	ETH	346	2	2	200	200
0xb531ba5eb3f791d28088693039986b9e33ae8ba1	3638488	ETH	347	20	20	2000	2000
0xcd2f7492bd33d3afdcc748656e953c8a1b6899a5	3638488	ETH	348	3.34	3.34	334	334
0x0a896fada5c1b4bb187a4bea3afca092cb2e93ef	3638488	ETH	349	3	3	300	300
0x4765097c15ecdb9066966d2edc497fa2eeaa220b	3638488	ETH	350	1	1	4196.792	550.64712
0x060df8750a3244eb180481aa9569c60ae0354fb4	3638488	ETH	351	21.4	21.4	2140	2140
0xe9fbd68a88bdb56d9dcbcdb2c4649366611a0b00	3638488	ETH	352	50	50	5000	5000
0x66e8f875c6840adef012320fb50c7e3264f321ec	3638489	ETH	353	2.556	2.556	255.6	255.6
0xfedf67063276b9596eea7ec8a3d5764249bec58a	3638489	ETH	354	2	2	200	200
0x86b891e1a998537d7abbf4ef98bf05854a2da00b	3638489	ETH	355	19	19	1900	1900
0xbb1c845ca06f86436fd65d01c6fd0e01fe81fc10	3638489	ETH	356	101.8	101.8	10180	10180
0x000783970e93539003a25425e1f68e29103fac71	3638489	ETH	357	140	140	14000	14000
0x46c18eee191d5c5153da38b25d1c47d35a9e690f	3638489	ETH	358	90	90	9000	9000
0x3d546c84a115be6687263724da40a7cb8439de10	3638489	ETH	359	2	2	200	200
0xf1acd98744d1c9235271fa5933c8ecaa6c8cb378	3638489	ETH	360	50	50	5000	5000
0xc31d635093ee024f3ebf111dbd948b3fbaf9072c	3638489	ETH	361	11.5	11.5	1150	1150
0x20f72f8ce1fe6036e8f86e6bc190331ff1c2fbdc	3638489	ETH	362	20	20	2000	2000
0x783f3cdbb118cf4d87024d0675212b670779b690	3638489	ETH	363	7	7	700	700
0x21426661bce88353ca5b3b2b4e4a1ae901f9cc30	3638489	ETH	364	4.48	4.48	448	448
0x471f3522eaac53133bca7c5c766e1a06a4414f26	3638489	ETH	365	2	2	200	200
0xf056f46fddb9e1a71c197a8da2cb85be0c1ebcca	3638489	ETH	366	200	200	41600	41600
0x4eb4d12297145649b0a77004037ad2fa2997a3f3	3638489	ETH	367	30	30	3000	3000
0x6d57fe045dcced8b289db59f66cd4354b6483d63	3638489	ETH	368	35	35	3500	3500
0x924c251902924c7dbd4cbf166d42757fb2d146cb	3638489	ETH	369	75	75	9000	9000
0x00820dd6686e51cf8742d079ee579aad7259a7dd	3638489	ETH	370	10	10	1500	1500
0xf1a3b1e1b5806dbebdc16d693acb2f3939ea16fd	3638489	ETH	371	42.00616191	42.00616191	4200.616191	4200.616191
0x16324b3cc5c11fdc0a0d91b7cb151a9f2e4c6ae4	3638489	ETH	372	140	140	14000	14000
0xaaf7eb3dfdb5109ea607d69fe2c36ad9b9346f89	3638489	ETH	373	642	642	84200	84200
0x1c5b5fe09867b8bcff80b49d2098224a2bc4b273	3638489	ETH	374	4.016699678633521	4.016699678633521	501.57843586	501.57843586
0xd98b8ba6becf3694a8bdeba0c9e9b1918e5c0cd8	3638489	ETH	375	5	5	500	500
0xb4fdb4349a5df9516138f73a7ffc372fee15d607	3638489	ETH	376	136	136	13600	13600
0x540f0022f39884f2225505bf047f816ff035d378	3638489	ETH	377	71.5	71.5	7150	7150
0xda27c862aea5758c20ce28b19bee0892e479ab77	3638489	ETH	378	200	200	20000	20000
0x000b75fcdc15d41277deb033c72d2c8d774ccced	3638489	ETH	379	4.8	4.8	480	480
0x4d6ae6e909e3b6838e47bcc3a1a51e1267c8f7ed	3638490	ETH	380	85	85	44500	44500
0x11ed6a51906f8589f95b4badec8d549b93b349aa	3638490	ETH	381	50	50	5000	5000
0x86209f282f0ad892f4ba09d6c770780e0814859f	3638490	ETH	382	0.15460029000000102	0.15460029000000102	15.460029	15.460029
0x74bbc3eb1648ba8562f5ad7cc183cd4bcc3a4f77	3638490	ETH	383	0.0958	0.0958	9.58	9.58
0x1266c95d67997ac1d0e0c9e70ecfd9c273c63348	3638490	ETH	384	0.482314	0.482314	48.2314	48.2314
0x7dd0a0e59bace017ceeeeedb8cc494dda5771778	3638490	ETH	385	0.09912713	0.09912713	9.912713	9.912713
0xf03d8f4c52bb8c31e1bedf8724b849f8fec5d12d	3638490	ETH	386	0.0958	0.0958	9.58	9.58
0xdd7032ce24dee7bfaae35da30b3d56ead67aff7e	3638490	ETH	387	0.0958	0.0958	9.58	9.58
0xa59851d385f27ca55e90cbf99f5e9b8144d453c3	3638490	ETH	388	4.73096476016351	4.73096476016351	757.38711542	757.38711542
0xd2d2bcc79c4b5f63c616a832dda61809d3a9dd0b	3638490	ETH	389	0.06942458999999898	0.06942458999999898	6.94245899	6.94245899
0x6d1365f6d2ef8bc20e72114fde36d66559a4c38b	3638490	ETH	390	0.10745699	0.10745699	10.745699	10.745699
0x50d44536affe563ae6fbb17c1faa127d5c683e02	3638490	ETH	391	6.33510745	6.33510745	633.510745	633.510745
0xe6bdde49fb82dcfaa10ccf51eecd28042166d404	3638490	ETH	392	2.45	2.45	245	245
0xfe24def323be0efc4b4cd00227517fe699d7ce39	3638490	ETH	393	69	69	6900	6900
0x00c5a971dafa5e8e2dcff0af9571e2dbe4f4a0bf	3638490	ETH	394	8	8	800	800
0x59b4c552ca3593fec5ec09e9a9b60f2c6b428f5e	3638490	ETH	395	0.1	0.1	10	10
0x18ab92e9c26077542463ed69e9835dfb258c72cc	3638490	ETH	396	19.7	19.7	1970	1970
0xfedc9f20f7d5d37e9840cb2b15b9905ce1d3eca6	3638490	ETH	397	428	428	46722.91438	46722.91438
0x5012826ed228cb6b3d34caced0225d419c933913	3638490	ETH	398	3.8	3.8	760	760
0x3c894941d859b60d40d391fc035cce273969478b	3638490	ETH	399	40.4	40.4	4040	4040
0x5693df5baaf88b0a387c22da862cafbbf673fc92	3638490	ETH	400	20	20	2000	2000
0x82648406498f8cffffc1b958803d7e84ebbc7776	3638490	ETH	401	40	40	4000	4000
0xffd964889f8c789f58beba198fea434058f65877	3638490	ETH	402	54	54	5400	5400
0xbaf2f07a2d18c7a051d6a1f1fcde2440bf1d7435	3638490	ETH	403	0.5	0.5	50	50
0x2e83f79f69d08cc790bd45fb300f9c31640a069f	3638490	ETH	404	31.17	31.17	3117	3117
0xa0220e4c0683cd7658cd78e66459d05eb02b041c	3638490	ETH	405	1	1	100	100
0xf215d02676461a0132fe58fa3a8d742922c088b9	3638490	ETH	406	30	30	3000	3000
0x00820dd6686e51cf8742d079ee579aad7259a7dd	3638491	ETH	407	5	5	1500	1500
0x7f32bc523608c3e7a0ab52c10a43f3cf428fd60b	3638491	ETH	408	500	500	50000	50000
0x0d7e2acb4667080eb51955c66def913aad1c9d60	3638491	ETH	409	5	5	500	500
0x99e670e955f1885d067d0594217e452818adeee6	3638491	ETH	410	7	7	700	700
0x16bd3eff633be085388769cb5f8e715a6511f475	3638491	ETH	411	20	20	3600	3600
0xa9ee7a7f0c908b7f5fd947e0da8f392ae03a1018	3638491	ETH	412	17	17	1700	1700
0x3f2d15b311297311170eba9b35543217232d8797	3638491	ETH	413	1	1	100	100
0xa273de9503303486422babe0c961e7bdd8835aaa	3638491	ETH	414	23.15	23.15	2315	2315
0xac569b9f2edd549c1fa2ab4ab809abc54a6e0fb7	3638491	ETH	415	203.6616549	203.6616549	20366.16549	20366.16549
0xd64232149129b3ffce23c97b93578da2d2b7c8fb	3638491	ETH	416	2.45	2.45	245	245
0x8d470e8d2342b545af4d858f1418c1a9d5c3fee6	3638491	ETH	417	9	9	900	900
0xc046b59484843b2af6ca105afd88a3ab60e9b7cd	3638491	ETH	418	2	2	200	200
0x2198161fcaaddbc1a16a9e869202aace58884141	3638491	ETH	419	11.49048062	11.49048062	1149.048062	1149.048062
0xc4a69fbf4511a1377161834cb7a3b8766953db02	3638491	ETH	420	50	50	5000	5000
0x1eb915fd69620450516197a428f623d3addb886d	3638491	ETH	421	9.04	9.04	904	904
0x5bd6736c4f124eaa772e25b98db0e4d969fb8d89	3638491	ETH	422	1071.148704229999982592	1071.148704229999982592	107114.87042299	107114.87042299
0x0064fa6d05c6ec35be376f8ae7eaef178b246fbe	3638491	ETH	423	20	20	2000	2000
0xb5f82d8649b2e226e348dd8c6bd81504123a2f62	3638491	ETH	424	8	8	800	800
0x001e7fe599d7753d140d19d2f5944cb9e26997ab	3638491	ETH	425	10	10	1000	2000
0x2c3443274fa5708469cd0a28f2267a145a5ba7ed	3638491	ETH	426	256	256	25600	25600
0xe4a2310bd39258fac90258917da15a1e87a03da5	3638491	ETH	427	58.75886568	58.75886568	5875.886568	5875.886568
0xf8ce0af7041d50b76fc68d22f84d9ac8ba3b7dd1	3638491	ETH	428	15	15	1500	1500
0x977d290558b1319ec8c9b7be3d7c927f22c3e5bd	3638491	ETH	429	1	1	100	100
0xe7196bc5c6d8d589668e8d2a2ed7789ae26f8486	3638491	ETH	430	32	32	3200	3200
0xba116f1c50d2e882c5e17b88668c88d263daa643	3638491	ETH	431	6	6	600	600
0x7ed1e469fcb3ee19c0366d829e291451be638e59	3638492	ETH	432	1.25	1.25	5199.832	5199.832
0x2b34658c26e35b998b43c1d6172ac8051f22c804	3638492	ETH	433	5	5	500	500
0xbda40fb36d4032f2b0541d001625e8b5ba9a83ea	3638492	ETH	434	21	21	2100	2100
0x6f2e71857a70467b41e3c98d9bf80cee2ecd8e59	3638492	ETH	435	17	17	20554.024	3585.4024
0x115b3cabe345fc6d79020c0e337cab8745192915	3638492	ETH	436	25	25	2700	2700
0x004dffec5991b0badc094091f2e7ae356d0eb022	3638492	ETH	437	20	20	2000	2000
0x931ec18352c8259d9fd216ada5eb9e213ebe41fa	3638492	ETH	438	27	27	2700	2700
0x76e4f5a303a99adae05080481fe31d31a154a4ef	3638492	ETH	439	95	95	9633	9633
0xb584b25880037bd26dc59eb5918e8829079cd18b	3638492	ETH	440	12	12	1200	1200
0xe31e4be4a7c65fbf14ff16ed654bd06b3a1c6750	3638492	ETH	441	50	50	5000	5000
0xa1b5c9011a6d97013d877b5e5b2f81a43ed56e2c	3638492	ETH	442	6.5	6.5	650	650
0x00bb5bc56756f6408366f480466506b94e634773	3638492	ETH	443	3.5	3.5	350	350
0x471c84c309fd4cb26eea17345f954a40a8f6ce20	3638492	ETH	444	3	3	300	300
0x2c53d8df2aa7f4c106c88d41cf25ef0a3c343372	3638492	ETH	445	83.2	83.2	36445.99999999	11132.6
0x61672a337c152a9a088b6a5e214c97e73f296db9	3638492	ETH	446	48	48	4800	4800
0x18814902e4cf51d49812a530a01134e2fe73207f	3638492	ETH	447	3149.97999996	3149.97999996	314997.999996	314997.999996
0xdff4b551d4294bd895f264dee58b45508bbc33e0	3638492	ETH	448	29.994	29.994	2999.4	2999.4
0xf76d7155cefcae7da64ff71a042cc077870a4ef3	3638492	ETH	449	100	100	10000	10000
0x880c4f74c3d4c39d75f8e2ad958f40671416bf66	3638492	ETH	450	400	400	40000	40000
0x951f0566843092128e35f3326459a92fc89b4755	3638492	ETH	451	3.999084667	3.999084667	399.9084667	399.9084667
0xf2b869a5dab5b32602090cf9e443f5d19c080635	3638494	ETH	452	20	20	5900	5900
0x034577fda040b46beb02915b9bac5f451f12341e	3638494	ETH	453	0.5	0.5	770	770
0xc44d18a09b78a949fc8a64482e9f0e5a0373258a	3638494	ETH	454	0.09470439	0.09470439	9.470439	9.470439
0xbe58f3fb910556213db29b1b27959ed4d6519812	3638494	ETH	455	15	15	1500	1500
0xac2d16f85c2e66730a0144abaf3b1ef809527fd1	3638494	ETH	456	2.9916	2.9916	299.16	299.16
0x0c0e07fb78d94e71b36ee3e3805061837d0e95c6	3638494	ETH	457	1.7584	1.7584	175.84	175.84
0x3fc13fdb76a8ad848477366c122663f472e901fa	3638494	ETH	458	0.853151057	0.853151057	156.7929957	156.7929957
0x922fedd3617f785aa148a9c4fd93ef07caf4844b	3638494	ETH	459	1.2	1.2	120	120
0xef80bf430be172ae62fea32b2405f4b973b5ea88	3638494	ETH	460	15	15	1500	1500
0xfbe95866bba40ea3dacd759763c73fb2642e8075	3638494	ETH	461	12.002	12.002	1200.2	1200.2
0xc4305c3313d2cdf7090a9f2853fdcaf14d478db1	3638494	ETH	462	35	35	3500	3500
0x13295163a7dc6f6a35b078db2aa164c24173c843	3638494	ETH	463	2	2	1200	1200
0x6877b4a11d4499a2e70864daa239cea8fe099eff	3638494	ETH	464	0.2	0.2	20	20
0xb930c1cebd8b27a7263d7144deaa060cd9537fe3	3638494	ETH	465	38	38	3800	3800
0x351a7dffbe4b4eba06a0b583c970c4f83e89835c	3638494	ETH	466	11	11	1100	1100
0xe8bc0610ca36bb828540a781c04ec477278080bb	3638494	ETH	467	27	27	2700	2700
0x0800f677cfe355bf94c1f9ae2b600ee826a1be09	3638494	ETH	468	19.2	19.2	3840	3840
0x6cea5dd200a344a23c93df5e51f47674a13f2cdd	3638494	ETH	469	9	9	900	900
0x4a9ef5139e86ad6cff49f6c5b521858cc78d9280	3638494	ETH	470	1	1	510	510
0x915fcd541a569ede841c5c1b81e214d4fa354657	3638494	ETH	471	0.3	0.3	30	30
0xf6308f59f81e4566c4c80b9c2517287279720107	3638494	ETH	472	5	5	500	500
0xf677b6b7ad933a87ae0e64b39bb4f4f7e6f9e197	3638494	ETH	473	4	4	450	450
0xa3813589cca5479c88bb34377bbb59526ab36b7e	3638494	ETH	474	3.3	3.3	330	330
0x5d912d66532534afdf8ce3ab44810adbab6ac861	3638494	ETH	475	4	4	400	400
0xa2c91414e58e3824185c1776ebb7f59c614213d3	3638494	ETH	476	3	3	300	300
0xd73e7de9c6cdee9eff2b910d3a853302118d01c9	3638494	ETH	477	433	433	43300	43300
0x72d6e831491a4aaca18f9a954082cf90555a9992	3638494	ETH	478	11.6	11.6	1160	1160
0xf96a48f8074a6fedb4e85097a8e1e9463c85ef68	3638496	ETH	479	20	20	2000	2000
0x19742f30dcb179a03304ac8b23e58f168be69d1c	3638496	ETH	480	5	5	1150	1150
0x7027b0e3331d70383499b018039bc15ad22e7622	3638496	ETH	481	1	1	1800	1800
0xd3a33636677fff0be34ec503b9e848b296e0972a	3638496	ETH	482	50	50	5000	5000
0x19e9d51bd306f11195c941b33a586e4ee7f76e86	3638496	ETH	483	1	1	100	100
0x7a0cb916fda0dd76a7676f009236ba9b4311d027	3638496	ETH	484	0.449467060485424425	0.449467060485424425	44.94670604	44.94670604
0xe089a833c43779599c00e25de356317cc27bf7c5	3638496	ETH	485	1.003	1.003	100.84133333	100.84133333
0x7d9c6e43ebbb43005b60aec81a6727297df5601b	3638496	ETH	486	0.5	0.5	50	50
0x1c2581e734a8b35e4c5f3077b5c2271157de5b94	3638496	ETH	487	12	12	1200	1200
0x495d7ffd0084c8cacb44b7cea07c35f3cd737c0c	3638496	ETH	488	8.395761	8.395761	839.5761	839.5761
0xa979ed273868d4769362a10256ef60be805e73d0	3638496	ETH	489	500	500	130000	130000
0x16e4949c37882bf8c618bb92ac3e115256aeceb0	3638496	ETH	490	12.738061	12.738061	1273.8061	1273.8061
0x6ede07b6bb2804d7e5cc323fe32b61dcacb4412b	3638496	ETH	491	0.5	0.5	50	50
0x33f844352144a9ddd91542b0adcd8ba0dd142e93	3638496	ETH	492	200	200	20000	20000
0x431f901d72dd1d2a9dc8640912e6f781f509f2e2	3638496	ETH	493	2.98958	2.98958	298.958	298.958
0x753dfc80b4f585b0a47a05e0ef18c17eb98c0784	3638496	ETH	494	19.5	19.5	1950	1950
0xb4d775a68d261f8b411ae708458984b07144b47e	3638496	ETH	495	99	99	9900	9900
0xf0c62ef7481ca2fecf5f83698c12e3e600f860c7	3638496	ETH	496	20	20	2000	2000
0xa40c0f97d43c5cb4a81f944d6d35e30440d1179c	3638496	ETH	497	50	50	5000	5000
0xe8e8155270c33e8ec30ba51fb3bf0afa19221318	3638496	ETH	498	7	7	716.555366	716.555366
0x1a8d16e5ee49db3693861d6a996f78f70584ea33	3638496	ETH	499	6	6	600	600
0xae7ae37d9d97abc1099995036f17701fd55cefe5	3638497	ETH	500	1.8	1.8	180	180
0xd6b647d5f304b6d53f1adb84af7d1790d6fe8cea	3638497	ETH	501	27	27	2700	2700
0x7075d2111ff52247e5d2de1fa24b02fadaa1f881	3638497	ETH	502	20	20	2000	2000
0x2063700c6e019a814d24f514ec6512711c399826	3638497	ETH	503	500	500	50000	50000
0x752cf3efca9e126bbebb54000acf7b22ebea3213	3638497	ETH	504	2	2	300	300
0x531ce1e3d2c0c835078d8246371c3259f5bb65c8	3638497	ETH	505	1680	1680	168000	168000
0x451a4279acd1888a47c5a44fe9a61223c0b53673	3638497	ETH	506	20	20	2000	2000
0x85b15a3eb8a93151e76dece96286c5f66cc6b627	3638497	ETH	507	0.31	0.31	31	31
0x165057c9c6db87c444caba91459c9cae4673ecd2	3638497	ETH	508	5	5	1000	1000
0x0f7f8d42a34443d6ad1089095bfa37b135f346f0	3638497	ETH	509	9.373	9.373	937.3	937.3
0xee73986a4724cfde4e34479b4dec6cfe7194a5fb	3638497	ETH	510	15	15	1500	1500
0x18e06038f900558026c72ca2556d7f6114b309c3	3638497	ETH	511	150	150	23400	23400
0x5b050bb863d83885239676993ae3079d5f08540f	3638497	ETH	512	10.5	10.5	1100	1100
0x966c5d38a903e118622797f7a2453957bbb49c98	3638497	ETH	513	10	10	1000	1000
0xb6db052e8a74a0b99b6e6087bcc613b5aa658fc2	3638497	ETH	514	100.196	100.196	10019.6	10019.6
0xb12087d7528dd11c0aab7e8645eda1fa0a78884f	3638497	ETH	515	4	4	400	400
0x08b560c8521e97c688230b697b7e4f373286e151	3638497	ETH	516	2.8	2.8	280	280
0x09c86179571179b76cf06d8862e250a6a5e3c56a	3638497	ETH	517	30	30	3000	3000
0x3f17e4cbc362b69bad8fa2c79eb7d8524be58961	3638497	ETH	518	4	4	400	400
0x54acc642d2a6dd7266a6954f546a4a635db73e42	3638497	ETH	519	8.784	8.784	878.4	878.4
0xc22cb3489144372d6f4643f6ee547a7c55ef04fa	3638497	ETH	520	3.51	3.51	351	351
0x4a9924ef83a357ec4c978a66ddddfe9cd325b0bd	3638497	ETH	521	181	181	18100	18100
0x44aa3e151e7d6b6d1e2fc1dff9bae1cb28986589	3638497	ETH	522	4	4	500	500
0x4d42e1e6cfa71015123008a2f0c16b2b4a39087d	3638497	ETH	523	13	13	1300	1300
0x07ad11466475ad71aa89d7bc48bebfa4e1e162ee	3638497	ETH	524	40	40	4000	4000
0xf25cf1ac5eecda714d5d3584703905c755a5b3b8	3638498	ETH	525	1.001	1.001	100.1	100.1
0xcc5e5ac9e9a35395c117832af501ce1450e7441a	3638498	ETH	526	3	3	2510	2510
0x13295163a7dc6f6a35b078db2aa164c24173c843	3638498	ETH	527	5	5	1200	1200
0x5f1289119319f4699c9671fdcb892b7b32939cb9	3638498	ETH	528	74	74	7400	7400
0x20907917c862ecf893110e2216c725c332dae5d9	3638498	ETH	529	1.1	1.1	110	110
0x29a8458b43eff9eca4509a50b5767ab272e5c0a1	3638498	ETH	530	50	50	6000	6000
0x387ceafec23f827a8e540f2da5cfe0605afd6100	3638498	ETH	531	14	14	1400	1400
0x42285d27de5507b7835f0e5a22be0205c5cf6259	3638498	ETH	532	1	1	100	100
0x5df4d93fd94fd322f5973daba537b13feb408a0d	3638498	ETH	533	19	19	1900	1900
0x0f4243b4a07c410de911bf83444fcb5954fb44fa	3638498	ETH	534	2	2	200	200
